Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,course_skills
300,Contabilidad para no contadores,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,220k,"Basic Math Skills, Financial Literacy, Understanding of Business Operations, Analytical Skills, Attention to Detail, Spanish Language Proficiency, Familiarity with Accounting Principles, Problem-Solving Skills, Decision Making, Critical Thinking, Time Management, Communication Skills"
273,Content Strategy for Professionals,Northwestern University,SPECIALIZATION,4.5,Beginner,27k,"Content Creation, Content Management, Strategic Planning, Communication Skills, Marketing Strategy, SEO Knowledge, Social Media Strategy, Writing Skills, Editing Skills, Research Skills, Analytical Thinking, Project Management"
448,Continuous Delivery & DevOps,University of Virginia,COURSE,4.6,Beginner,26k,"Software Development, Understanding of DevOps Principles, Continuous Integration, Continuous Deployment, Infrastructure as Code (IaC), Configuration Management, Test Automation, Version Control Systems, System Monitoring, Cloud Computing, Problem Solving, Collaboration, Communication"
815,Control of Mobile Robots,Georgia Institute of Technology,COURSE,4.8,Mixed,49k,"Understanding of Basic Robotics, Knowledge of Control Systems, Familiarity with Mobile Robot Design, Proficiency in Programming, Problem-Solving Skills, Mathematical Modeling, Knowledge of Robot Kinematics, Understanding of Robot Dynamics, Ability to Use Simulation Tools, Systems Integration, Sensor Utilization, Understanding of Autonomous Systems"
207,Convolutional Neural Networks,deeplearning.ai,COURSE,4.9,Intermediate,240k,"Understanding of Neural Networks, Machine Learning, Image Processing, Python Programming, Data Analysis, Mathematics, Deep Learning, Tensorflow or PyTorch familiarity, Computer Vision, Pattern Recognition"
358,Convolutional Neural Networks in TensorFlow,deeplearning.ai,COURSE,4.7,Intermediate,46k,"Understanding of TensorFlow, Knowledge of Convolutional Neural Networks, Machine Learning, Deep Learning, Python Programming, Data Analysis, Image Processing, Artificial Intelligence, Data Modeling, Problem Solving, Statistical Analysis"
725,Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,COURSE,4.8,Intermediate,10k,"Legal Research, Contract Law, Employment Law, Corporate Law, Commercial Law, Analytical Skills, Critical Thinking, Legal Writing, Negotiation Skills, Understanding of Business Operations"
458,Corporate Finance Essentials,IESE Business School,COURSE,4.8,Mixed,56k,"Financial Analysis, Corporate Financial Management, Budgeting, Risk Management, Financial Reporting, Strategic Planning, Investment Strategies, Understanding of Financial Markets, Business Valuation, Capital Budgeting, Financial Forecasting, Financial Decision Making"
714,Corporate Strategy,UCL School of Management,COURSE,4.8,Beginner,7.8k,"Strategic planning, Business analysis, Decision-making, Leadership, Problem-solving, Critical thinking, Financial planning, Market research, Understanding of corporate governance, Competitive analysis, Risk management, Project management, Communication skills, Business forecasting"
301,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Università Bocconi,COURSE,4.6,Mixed,10k,"Understanding of Corporate Sustainability, Strategic Planning, Business Strategy, Environmental Awareness, Stakeholder Engagement, Sustainable Development, Corporate Social Responsibility, Risk Management, Leadership, Decision Making, Problem Solving, Analytical Thinking, Communication Skills"
691,"Corrección, estilo y  variaciones de la lengua española",Universitat Autònoma de Barcelona,COURSE,4.6,Beginner,75k,"Spanish language proficiency, Editing skills, Stylistic analysis, Understanding of language variations, Grammar skills, Communication skills, Writing skills, Critical thinking skills, Attention to detail"
854,Cost and Economics in Pricing Strategy,University of Virginia,COURSE,4.8,Beginner,15k,"Economic Understanding, Cost Analysis, Pricing Strategies, Strategic Planning, Financial Analysis, Market Research, Critical Thinking, Decision Making, Business Acumen, Negotiation Skills, Analytical Skills, Problem-Solving Skills, Understanding of Supply and Demand"
544,Costos para los Negocios,Universidad de Chile,COURSE,4.8,Intermediate,43k,"Financial Analysis, Cost Analysis, Business Strategy, Financial Planning, Budgeting, Spanish Language, Decision Making, Business Management"
179,Crash Course on Python,Google,COURSE,4.8,Beginner,81k,"Programming, Python, Problem-solving, Data Analysis, Critical Thinking, Debugging, Coding, Algorithm Development, Data Structures, Software Development"
463,Creative Problem Solving,University of Minnesota,COURSE,4.3,Mixed,140k,"Critical Thinking, Creativity, Problem Solving, Analytical Skills, Decision Making, Communication Skills, Teamwork, Adaptability, Innovation, Research Skills"
59,Creative Writing,Wesleyan University,SPECIALIZATION,4.6,Beginner,140k,"Creativity, Storytelling, Grammar, Vocabulary, Writing Skills, Critical Thinking, Editing, Proofreading, Research Skills, Time Management, Character Development, Plot Development, Imagination, Understanding of Literary Devices, Emotional Intelligence"
371,Creative Writing: The Craft of Plot,Wesleyan University,COURSE,4.7,Mixed,120k,"Creative Thinking, Storytelling, Plot Development, Character Development, Writing Skills, Narrative Structure Understanding, Creativity, Editing, Literary Analysis, Time Management, Research Skills"
793,"Creatividad, diseño e innovación: Técnicas y herramientas",Arizona State University,SPECIALIZATION,4.7,Beginner,150k,"Creativity, Design Thinking, Innovation, Problem Solving, Critical Thinking, Knowledge of Design Techniques, Familiarity with Innovation Tools, Visual Communication, Sketching, Prototyping, Brainstorming Techniques, Collaboration, Digital Literacy"
678,Cuidado de heridas en el ámbito hospitalario,Universidad Nacional Autónoma de México,COURSE,4.8,Intermediate,26k,"Spanish language proficiency, wound care knowledge, hospital protocols understanding, patient care, hygiene maintenance, infection control, medical equipment usage, pain management, communication skills, critical thinking, attention to detail, empathy, stress management"
730,Cuidados y procedimientos generales en la atención del recién nacido,Universidad de Chile,COURSE,4.8,Intermediate,22k,"Spanish language proficiency, newborn care, general medical procedures, patient care, pediatric nursing, health and safety, communication skills, observational skills, emergency response, hygiene maintenance"
248,Culture-Driven Team Building,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,17k,"Teamwork, Cultural Understanding, Leadership, Communication, Conflict Resolution, Emotional Intelligence, Problem-Solving, Decision Making, Strategic Planning, Adaptability, Interpersonal Skills, Organizational Skills"
820,Curanderismo: Traditional Healing Using Plants,University of New Mexico,COURSE,4.6,Beginner,5.5k,"Herbal knowledge, Traditional healing methods, Plant identification, Understanding of medicinal properties of plants, Patient care, Cultural sensitivity, Holistic health understanding, Ethnobotany, Basic biology, Research skills"
566,Customer Segmentation and Prospecting,Northwestern University,COURSE,4.7,Beginner,18k,"Data Analysis, Customer Profiling, Market Research, Statistical Analysis, Business Strategy, Communication Skills, Customer Relationship Management, Prospecting Techniques, Understanding Customer Behavior, Market Segmentation"
372,Cybersecurity,"University of Maryland, College Park",SPECIALIZATION,4.5,Intermediate,99k,"Understanding of computer systems, Knowledge of networking protocols, Familiarity with firewalls and encryption, Ability to identify vulnerabilities, Knowledge of malware and hacking techniques, Understanding of risk analysis, Ability to implement security measures, Knowledge of data recovery, Critical thinking, Problem-solving skills, Attention to detail"
821,Cybersecurity and Its Ten Domains,University System of Georgia,COURSE,4.2,Beginner,140k,"Understanding of Cybersecurity Principles, Knowledge of Ten Cybersecurity Domains, Risk Management, Network Security, Incident Response, Access Control, Security Operations, Disaster Recovery Planning, Legal and Compliance Understanding, Software Development Security, Information Security Governance"
497,Cybersecurity for Business,University of Colorado System,SPECIALIZATION,4.6,Beginner,23k,"Understanding of basic computer systems, Knowledge of internet protocols, Familiarity with common cyber threats and vulnerabilities, Ability to develop and implement security strategies, Understanding of business processes and needs, Knowledge of data protection laws and regulations, Risk assessment and management skills, Problem-solving skills, Communication skills, Ethical hacking skills, Knowledge of encryption algorithms and techniques, Incident response skills, Network security skills, Ability to stay updated with latest cyber security trends and technology advancements"
800,Cómo hablar bien en público,Universitat Autònoma de Barcelona,COURSE,4.8,Beginner,55k,"Public Speaking, Confidence Building, Spanish Language Proficiency, Presentation Skills, Verbal Communication, Interpersonal Skills, Non-Verbal Communication, Audience Engagement, Speech Writing, Stress Management"
764,Dairy Production and Management,The Pennsylvania State University,COURSE,4.8,Mixed,23k,"Animal Husbandry, Dairy Science, Livestock Management, Feed Management, Milk Production, Dairy Technology, Animal Health Management, Milk Quality Control, Farm Management, Business Management, Animal Nutrition, Breeding Management, Dairy Equipment Handling, Waste Management, Record Keeping"
812,Data Analysis and Interpretation,Wesleyan University,SPECIALIZATION,4.4,Beginner,100k,"Data Analysis, Interpretation, Statistical Analysis, Critical Thinking, Problem Solving, Data Visualization, Use of Data Analysis Tools, Quantitative Research, Qualitative Research, Data Collection, Data Cleaning, Spreadsheet Skills, Database Management, Data Reporting, Predictive Analysis, Pattern Recognition, Data Modeling, Decision Making"
39,Data Analysis and Presentation Skills: the PwC Approach,PwC,SPECIALIZATION,4.6,Beginner,220k,"Data Analysis, Presentation Skills, Critical Thinking, Statistical Analysis, Data Interpretation, Data Visualization, Communication Skills, Problem-Solving, Use of Data Analysis Tools, Report Writing, Business Understanding"
277,Data Analysis with Python,IBM,COURSE,4.7,Beginner,110k,"Data analysis, Python programming, Statistical analysis, Data visualization, Machine learning, Problem-solving, Critical thinking, Data cleaning, Data manipulation, Understanding of algorithms, Data interpretation"
605,Data Analytics for Lean Six Sigma,University of Amsterdam,COURSE,4.8,Beginner,24k,"Data Analysis, Lean Six Sigma Principles, Statistical Analysis, Process Improvement, Quantitative Reasoning, Problem Solving, Data Visualization, Understanding of Variability, Use of Analytical Software, Decision Making"
783,Data Collection and Processing with Python,University of Michigan,COURSE,4.7,Intermediate,19k,"Data Collection, Data Processing, Python Programming, Data Analysis, Programming Concepts, Problem Solving, Critical Thinking, Statistical Analysis, Data Visualization, Database Management"
679,Data Engineering on Google Cloud Platform 日本語版,Google Cloud,SPECIALIZATION,4.4,Intermediate,3k,"Cloud Computing, Data Engineering, Google Cloud Platform proficiency, Data Analysis, Database Management, Understanding of Big Data, Japanese Language proficiency, Machine Learning, Data Storage Management, Data Processing, Knowledge of Cloud-based tools and services, Problem-solving skills, SQL, Python programming"
22,Data Engineering with Google Cloud,Google Cloud,PROFESSIONAL CERTIFICATE,4.6,Intermediate,120k,"Data analysis, Cloud computing, Google Cloud Platform proficiency, Data engineering, Database management, SQL, Data warehousing, Machine learning, Data extraction, transformation, and loading (ETL), Big Data handling, Pipeline building, Data modeling, Data security, Knowledge of Google Cloud tools and services, Problem-solving skills, Python programming, Understanding of distributed systems"
24,"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,SPECIALIZATION,4.6,Intermediate,120k,"Data Engineering, Big Data Analysis, Machine Learning, Google Cloud Platform (GCP) proficiency, Data Management, Data Processing, Data Warehousing, Data Modeling, SQL, Python, Data Visualization, Cloud Computing, Predictive Modeling, Algorithms, Statistics, Machine Learning Algorithms, Artificial Intelligence, Problem-solving, Decision-making"
383,Data Management for Clinical Research,Vanderbilt University,COURSE,4.7,Beginner,42k,"Data Analysis, Clinical Research, Data Management, Statistical Analysis, Research Design, Information Management, Data Collection, Database Design, Database Management, Compliance Management, Data Privacy, Ethical Guidelines Understanding, Clinical Data Interpretation"
434,Data Mining,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.4,Intermediate,140k,"Data Analysis, Statistical Analysis, Machine Learning, Programming, Database Management, Predictive Modeling, Data Visualization, Pattern Recognition, Probability and Statistics, SQL, Python, R Programming"
13,Data Science,Johns Hopkins University,SPECIALIZATION,4.5,Beginner,830k,"Statistical analysis, Programming, Machine Learning, Data Visualization, Data Wrangling, Predictive Modeling, Probability, Problem-solving, Critical Thinking, Communication Skills, Data Mining, Database Management, Python, R, SQL, Big Data Analytics"
399,Data Science Math Skills,Duke University,COURSE,4.5,Beginner,140k,"Statistical analysis, Probability theory, Linear algebra, Calculus, Data interpretation, Problem-solving, Critical thinking, Data modeling, Python programming, R programming, Machine learning concepts, Logical thinking"
198,Data Science Methodology,IBM,COURSE,4.6,Beginner,89k,"Analytical thinking, Problem-solving, Statistical analysis, Mathematical modeling, Data visualization, Programming (Python/R), Machine Learning, Understanding of databases, Data cleaning, Data interpretation, Predictive modeling, Algorithm development, Communication skills"
15,Data Science: Foundations using R,Johns Hopkins University,SPECIALIZATION,4.6,Beginner,740k,"Data analysis, R programming, Statistical analysis, Machine learning, Data visualization, Critical thinking, Problem-solving, Data manipulation, Predictive modeling, Data mining"
148,Data Science: Statistics and Machine Learning,Johns Hopkins University,SPECIALIZATION,4.4,Intermediate,210k,"Statistical analysis, Machine learning principles, Data interpretation, Predictive modeling, Data mining, Probability, Regression analysis, Decision trees, Random forest, Supervised learning, Unsupervised learning, Python programming, R programming, Data visualization, Big data handling, Problem-solving skills, Critical thinking"
686,Data Visualization and Communication with Tableau,Duke University,COURSE,4.7,Mixed,130k,"Data Analysis, Data Visualization, Communication Skills, Tableau Software Proficiency, Data Interpretation, Statistical Analysis, Graphic Design Principles, Storytelling with Data, Presentation Skills"
804,Data Visualization with Advanced Excel,PwC,COURSE,4.8,Beginner,60k,"Data Analysis, Excel Proficiency, Data Visualization, Spreadsheet Management, Advanced Excel Functions, Chart Creation, Pivot Tables, Data Interpretation, Statistical Analysis, Critical Thinking, Problem Solving"
420,Data Visualization with Python,IBM,COURSE,4.6,Intermediate,66k,"Python programming, Data analysis, Data interpretation, Data Visualization, Understanding of libraries (Matplotlib, Seaborn, Plotly), Statistical analysis, Critical thinking, Problem-solving, Creativity in data presentation"
70,Data Visualization with Tableau,"University of California, Davis",SPECIALIZATION,4.5,Beginner,96k,"Data Analysis, Tableau Software Proficiency, Data Visualization Techniques, Statistical Analysis, Critical Thinking, Data Interpretation, Data Management, Presentation Skills"
288,Data Warehousing for Business Intelligence,University of Colorado System,SPECIALIZATION,4.5,Advanced,140k,"Data Analysis, Business Intelligence, Data Warehousing, SQL, ETL (Extract, Transform, Load), Data Modeling, Database Design, Data Mining, Understanding of Business Processes, Decision Making, Critical Thinking, Problem Solving, Communication Skills"
871,Data and Health Indicators in Public Health Practice,Johns Hopkins University,COURSE,4.7,Beginner,18k,"Data Analysis, Understanding of Health Indicators, Public Health Knowledge, Research Skills, Data Interpretation, Statistical Analysis, Critical Thinking, Problem-Solving, Communication Skills, Ethical Decision Making, Health Policy Understanding"
376,Data-driven Decision Making,PwC,COURSE,4.6,Beginner,120k,"Data Analysis, Decision Making, Critical Thinking, Statistical Analysis, Data Interpretation, Problem Solving, Quantitative Reasoning, Data Management, Data Visualization, Predictive Modeling, Strategic Planning"
263,Databases and SQL for Data Science,IBM,COURSE,4.7,Beginner,110k,"Data Analysis, Database Management, SQL, Data Science, Data Modeling, Query Writing, Problem-Solving, Critical Thinking, Data Visualization, Statistical Analysis, Data Cleaning, Data Manipulation"
519,De-Mystifying Mindfulness,Universiteit Leiden,COURSE,4.8,Beginner,150k,"Understanding of basic psychology, self-awareness, stress management, concentration, emotional intelligence, patience, self-discipline, empathy, meditation techniques, mindfulness techniques"
813,Decision-Making and Scenarios,University of Pennsylvania,COURSE,4.6,Mixed,31k,"Analytical Thinking, Problem-Solving, Critical Thinking, Decision-Making, Scenario Planning, Risk Assessment, Strategic Thinking, Leadership Skills"
5,Deep Learning,deeplearning.ai,SPECIALIZATION,4.8,Intermediate,690k,"Understanding of Machine Learning, Knowledge in Artificial Intelligence, Proficiency in Python or other programming languages, Familiarity with Neural Networks, Understanding of Algorithms, Data Analysis skills, Problem-Solving abilities, Statistical Knowledge, Skills in Tensorflow or similar libraries, Ability to work with large data sets, Knowledge of Natural Language Processing, Computer Science fundamentals, Mathematical skills in linear algebra and calculus, Ability to understand complex technical concepts, Skills in developing predictive models"
599,Democracia y decisiones públicas. Introducción al análisis de políticas públicas,Universitat Autònoma de Barcelona,COURSE,4.8,Beginner,44k,"Understanding of Democracy, Decision Making, Public Policy Analysis, Spanish Language Proficiency, Political Science Knowledge, Research Skills, Critical Thinking, Evaluation Skills, Problem Solving, Communication Skills"
806,Dentistry 101,University of Michigan,COURSE,4.7,Beginner,4.5k,"Anatomy Knowledge, Patient Care, Medical Terminology, Dental Health Understanding, Dental Procedures Knowledge, Oral Communication, Manual Dexterity, Attention to Detail, Problem-Solving, Interpersonal Skills, Ethics in Healthcare"
627,Dermatology: Trip to skin,Novosibirsk State University ,COURSE,4.4,Beginner,8.2k,"Anatomy knowledge, Dermatology basics, Skin disease identification, Medical terminology, Patient care, Diagnostic skills, Communication skills, Critical thinking, Observation skills"
100,Design Thinking for Innovation,University of Virginia,COURSE,4.6,Beginner,240k,"Creative thinking, Problem-solving, Analytical skills, Communication skills, Empathy, Collaboration, Innovation, User Experience Design, Prototyping, Research skills, Critical thinking, Visual thinking"
674,Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,COURSE,4.6,Beginner,17k,"Design thinking, Innovation, Problem-solving, Creativity, Empathy, Collaboration, Social sector knowledge, Strategic thinking, Project management, Communication skills, Leadership, Critical thinking"
139,Design and Interpretation of Clinical Trials,Johns Hopkins University,COURSE,4.7,Mixed,67k,"Research Design, Clinical Trial Design, Data Interpretation, Statistical Analysis, Ethical Considerations in Clinical Research, Understanding of Medical Terminology, Patient Recruitment Strategies, Data Collection and Management, Reporting Clinical Trial Results, Knowledge of Regulatory Guidelines"
522,Design and Make Infographics (Project-Centered Course),Michigan State University,COURSE,4.7,Mixed,97k,"Graphic Design, Creativity, Research Skills, Data Analysis, Visual Communication, Digital Tools Proficiency, Project Management, Typography, Color Theory, Layout Design, Storytelling, Critical Thinking"
430,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,The University of Sydney,COURSE,4.6,Intermediate,19k,"Design thinking, Business strategy, Entrepreneurship, Problem-solving, Creativity, Innovation, User empathy, Prototyping, Interdisciplinary collaboration, Leadership, Critical thinking, Decision-making, Business modeling, Market research, Idea generation, Visual communication"
338,Developing APIs with Google Cloud's Apigee API Platform,Google Cloud,SPECIALIZATION,4.6,Intermediate,16k,"Understanding of Google Cloud Platform, Knowledge of Apigee API Platform, API Development, Programming skills, Problem-solving skills, Knowledge of cloud computing, Understanding of API lifecycle management, Software Development, Data Management, Security Best Practices, Debugging Skills"
18,Developing Applications with Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300k,"Cloud Computing, Google Cloud Platform Knowledge, App Development, Programming, Problem Solving, Data Management, Network Management, Security Protocols, Software Development, Debugging, Database Systems, Coding, Project Management, Infrastructure Design"
644,Developing Applications with Google Cloud Platform 日本語版,Google Cloud,SPECIALIZATION,4.8,Intermediate,4k,"Cloud Computing, Google Cloud Platform proficiency, Application Development, Understanding of cloud-based services, Japanese language proficiency, Software Development, Problem-Solving, Critical Thinking, Data Management, Networking, Security Management"
720,Developing Industrial Internet of Things,University of Colorado Boulder,SPECIALIZATION,4.6,Intermediate,8k,"Understanding of Internet of Things (IoT) concepts, Familiarity with Industrial IoT, Knowledge of IoT device development, Understanding of network protocols, Proficiency in data analysis, Skills in cloud computing, Knowledge of cybersecurity for IoT, Problem-solving skills, Programming skills, Knowledge of machine learning and AI, Ability to work with IoT platforms, Understanding of embedded systems, Knowledge of sensors and actuators, Data management skills"
756,Developing Your Musicianship,Berklee College of Music,COURSE,4.8,Mixed,41k,"Musical theory understanding, Instrument playing skills, Ear training, Sight reading, Songwriting, Rhythm recognition, Melody creation, Harmony understanding, Performance techniques, Improvisation skills, Music composition, Music notation reading, Self-discipline, Patience, Creativity"
205,Developing Your Musicianship,Berklee College of Music,SPECIALIZATION,4.8,Beginner,54k,"Musical theory understanding, Instrument playing skills, Ear training, Music composition, Rhythm recognition, Melody creation, Harmony understanding, Improvisation skills, Music reading skills, Performance techniques"
397,Devenir entrepreneur du changement,Ticket for Change,COURSE,4.7,Mixed,54k,"Entrepreneurial Skills, Business Planning, Leadership, Problem Solving, Decision Making, Innovation, French Language Proficiency, Social Responsibility, Change Management, Strategic Thinking"
239,Digital Advertising Strategy,University of Colorado Boulder,SPECIALIZATION,4.4,Beginner,9k,"Digital Marketing, Advertising, Strategic Planning, Data Analysis, Creativity, Communication, Social Media Marketing, SEO, SEM, Google Analytics, Content Creation, Market Research, Branding, Campaign Management, Media Planning"
855,Digital Business Models,Lund University,COURSE,4.5,Beginner,21k,"Digital Literacy, Business Strategy Understanding, Knowledge of Digital Technologies, Analytical Thinking, Problem Solving, Decision Making, Understanding of E-commerce, Basic Financial Knowledge, Creativity, Critical Thinking, Market Research, Understanding of Digital Marketing, Strategic Planning, Project Management, Basic IT Skills"
237,Digital Manufacturing & Design Technology,University at Buffalo,SPECIALIZATION,4.6,Beginner,37k,"Digital Manufacturing Knowledge, Design Technology Understanding, 3D Modeling, Computer-Aided Design (CAD), Computer-Aided Manufacturing (CAM), Production Planning, Material Science, Automation Understanding, Industrial Engineering, Quality Control, Data Analysis, Project Management, Problem-Solving, Teamwork, Technical Writing"
28,Digital Marketing,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.6,Beginner,380k,"Understanding of Digital Platforms, SEO (Search Engine Optimization), SEM (Search Engine Marketing), Content Creation, Social Media Strategy, Email Marketing, Analytics Interpretation, Mobile Marketing, Marketing Strategy Planning, Online Branding, Web Design Basics, Copywriting"
852,Digital Media and Marketing Strategies,University of Illinois at Urbana-Champaign,COURSE,4.4,Mixed,57k,"Digital Media Understanding, Marketing Strategy Development, Social Media Marketing, Content Creation, SEO Basics, Online Advertising, Brand Management, Data Analysis, Market Research, Customer Engagement, Communication Skills, Critical Thinking, Creativity"
53,Digital Product Management,University of Virginia,SPECIALIZATION,4.7,Beginner,140k,"Product development, digital marketing, project management, strategic planning, market research, data analysis, leadership, team management, customer service, communication, problem-solving, time management, decision making, financial planning, knowledge of digital product trends, user experience design, software development understanding, business acumen, technical proficiency, creativity, negotiation skills."
381,Digital Product Management: Modern Fundamentals,University of Virginia,COURSE,4.7,Beginner,58k,"Product management, Digital product development, Market research, Strategic planning, User experience design, Project management, Data analysis, Leadership, Communication, Decision making, Problem-solving, Business strategy, Technological proficiency"
490,Dino 101: Dinosaur Paleobiology,University of Alberta,COURSE,4.5,Beginner,35k,"Paleontology, Biology, Research, Analytical Thinking, Fossil Identification, Knowledge of Dinosaurs, Understanding of Paleobiology, Geological Analysis, Evolutionary Theory, Scientific Methodology, Data Interpretation"
697,Discrete Optimization,The University of Melbourne,COURSE,4.9,Intermediate,40k,"Problem-solving, Mathematical reasoning, Understanding of algorithms, Knowledge of discrete mathematics, Analytical thinking, Decision-making, Knowledge of linear programming, Critical thinking, Computational skills, Data analysis"
675,Diseño Instruccional: Aprendizaje activo y Pedagogía digital,Tecnológico de Monterrey,SPECIALIZATION,4.6,Beginner,4k,"Instructional Design, Active Learning Techniques, Digital Pedagogy, Curriculum Development, Lesson Planning, Educational Technology, Online Learning, E-Learning, Teaching Strategies, Content Creation, Spanish Language Skills"
711,Diseño y Creación de un Emprendimiento Social,Pontificia Universidad Católica de Chile,COURSE,4.9,Beginner,21k,"Spanish Language Proficiency, Social Entrepreneurship, Business Planning, Creativity, Social Impact Assessment, Project Management, Design Thinking, Strategic Planning, Leadership, Teamwork, Problem-Solving, Decision Making, Business Strategy Development"
378,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,COURSE,4.8,Intermediate,130k,"Problem-solving, Analytical thinking, Knowledge of Divide and Conquer strategy, Understanding of Sorting and Searching algorithms, Familiarity with Randomized Algorithms, Mathematical reasoning, Computational thinking, Basic programming skills, Understanding of data structures, Logical reasoning"
392,Dog Emotion and Cognition,Duke University,COURSE,4.6,Mixed,150k,"Animal Behavior Understanding, Emotional Intelligence, Cognitive Psychology, Communication Skills, Observation Skills, Patience, Empathy, Research Skills, Data Interpretation, Animal Training Skills"
624,Driving business towards the Sustainable Development Goals,Erasmus University Rotterdam,COURSE,4.8,Beginner,5.6k,"Business Strategy, Sustainability Knowledge, Understanding of Sustainable Development Goals (SDGs), Strategic Planning, Leadership, Decision Making, Problem Solving, Project Management, Business Analysis, Stakeholder Engagement, Corporate Social Responsibility, Environmental Awareness, Ethical Business Practices"
487,Drug Commercialization,University of California San Diego,COURSE,4.7,Beginner,17k,"Pharmaceutical Knowledge, Business Acumen, Marketing Strategy, Market Research, Drug Development, Regulatory Compliance, Sales Strategy, Product Launch Planning, Understanding of Commercialization Process, Strategic Planning, Analytical Skills, Communication Skills"
342,Drug Discovery,University of California San Diego,COURSE,4.6,Beginner,39k,"Chemistry, Biochemistry, Molecular Biology, Pharmacology, Research Skills, Data Analysis, Laboratory Skills, Critical Thinking, Problem-Solving, Understanding of Drug Development Process, Knowledge of Regulatory Standards, Medicinal Chemistry, Biotechnology"
166,Dynamic Public Speaking,University of Washington,SPECIALIZATION,4.7,Beginner,110k,"Public Speaking, Confidence Building, Oral Communication, Presentation Skills, Audience Engagement, Speech Writing, Voice Modulation, Body Language Understanding, Persuasive Communication, Listening Skills, Stress Management, Improvisation Skills"
832,EMT Foundations,University of Colorado System,COURSE,4.8,Beginner,7.1k,"Emergency Medical Services Knowledge, Patient Assessment, Medical Terminology, Basic Life Support (BLS), Cardiopulmonary Resuscitation (CPR), First Aid, Trauma Management, Emergency Response, Communication Skills, Critical Thinking, Physical Stamina"
494,Ecology: Ecosystem Dynamics and Conservation,American Museum of Natural History,COURSE,4.8,Intermediate,18k,"Understanding of basic biology, Knowledge of environmental science, Analytical thinking, Research skills, Problem-solving, Data interpretation, Understanding of ecological principles, Knowledge of conservation strategies, Fieldwork skills, Ability to understand and predict ecosystem dynamics"
641,Econometrics: Methods and Applications,Erasmus University Rotterdam,COURSE,4.7,Mixed,110k,"Statistical analysis, Mathematics, Economic theory, Data interpretation, Predictive modeling, Regression analysis, Hypothesis testing, Critical thinking, Problem-solving, Data collection and analysis, Quantitative research methods, Statistical software proficiency, Econometric modeling."
229,Economics of Money and Banking,Columbia University,COURSE,4.9,Mixed,83k,"Understanding of basic economic principles, Financial literacy, Analytical thinking, Knowledge of banking systems, Understanding of monetary policy, Critical thinking, Numerical skills, Problem-solving, Decision-making, Understanding of financial markets, Knowledge of macroeconomics, Familiarity with global economic indicators"
707,Ecosystem Services: a Method for Sustainable Development,University of Geneva,COURSE,4.7,Intermediate,16k,"Understanding of Ecosystem Services, Knowledge of Sustainable Development, Environmental Awareness, Analytical Thinking, Problem-Solving, Research Skills, Strategic Planning, Project Management, Critical Thinking, Communication Skills, Understanding of Sustainable Development Methods"
773,Effective Compliance Programs,University of Pennsylvania,COURSE,4.9,Mixed,3.4k,"Understanding of Compliance Regulations, Risk Management, Ethical Decision Making, Communication Skills, Analytical Skills, Problem-Solving Skills, Attention to Detail, Policy Development, Program Implementation, Monitoring and Evaluation Skills"
636,Egiptología (Egyptology),Universitat Autònoma de Barcelona,COURSE,4.9,Beginner,46k,"Historical Knowledge, Research Skills, Analytical Thinking, Understanding of Hieroglyphics, Archaeological Skills, Cultural Awareness, Knowledge of Ancient Civilizations, Critical Thinking, Report Writing, Presentation Skills"
789,El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,Universidad Austral,COURSE,5.0,Beginner,1.5k,"Spanish Language Proficiency, Legal Knowledge, Understanding of Digital Transformation, Technology Proficiency, Knowledge of Legaltech, Adaptability to Technological Changes, Analytical Skills, Critical Thinking, Problem-Solving Skills"
564,Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,COURSE,4.7,Intermediate,57k,"Cloud Computing, Google Cloud Platform, Infrastructure Scaling, Automation, Elastic Computing, Network Management, System Automation, IT Infrastructure Management, Load Balancing, Scripting, DevOps, Cloud Infrastructure Management, Cloud Networking, Cloud Security, Infrastructure Automation"
870,Electric Industry Operations and Markets,Duke University,COURSE,4.8,Beginner,12k,"Understanding of electrical concepts, Knowledge of industry operations, Market analysis skills, Regulatory compliance knowledge, Energy management, Decision-making skills, Problem-solving skills, Critical thinking, Basic mathematics, Understanding of supply and demand, Communication skills, Technical knowledge of electricity markets, Strategic planning skills"
